action;tote_batch_id;timestamp;location
add-to-batch_30;267;2022-11-08 08:50:28.863000;buffer
tote-finished;152;2022-11-08 08:50:31.808000;consolidation
tote-finished;770;2022-11-08 08:50:39.141000;consolidation
tote-finished;846;2022-11-08 08:50:45.203000;consolidation
tote-finished;427;2022-11-08 08:50:51.715000;consolidation
tote-finished;347;2022-11-08 08:50:57.741000;consolidation
add-to-batch_30;642;2022-11-08 08:51:03.678000;buffer
tote-finished;892;2022-11-08 08:51:04.903000;consolidation
tote-finished;984;2022-11-08 08:51:13.371000;consolidation
tote-finished;301;2022-11-08 08:51:18.991000;consolidation
tote-finished;501;2022-11-08 08:51:25.565000;consolidation
batch-consolidate-end;batch-28;2022-11-08 08:51:31.984000;consolidation
tote-finished;96;2022-11-08 08:51:31.984000;consolidation
add-to-batch_30;640;2022-11-08 08:51:53.095000;buffer
add-to-batch_30;260;2022-11-08 08:52:02.637000;buffer
add-to-batch_30;544;2022-11-08 08:52:50.775000;buffer
add-to-batch_30;541;2022-11-08 08:53:12.878000;buffer
batch-full;batch-30;2022-11-08 08:53:12.878000;buffer
batch-release;batch-30;2022-11-08 08:53:12.878000;buffer
batch-pick-start;batch-30;2022-11-08 08:53:12.878000;buffer
new-batch;batch-31;2022-11-08 08:54:23.830000;buffer
add-to-batch_31;463;2022-11-08 08:54:23.830000;buffer
add-to-batch_31;287;2022-11-08 08:54:35.069000;buffer
add-to-batch_31;36;2022-11-08 08:55:14.908000;buffer
add-to-batch_31;562;2022-11-08 08:55:28.043000;buffer
add-to-batch_31;121;2022-11-08 08:55:36.627000;buffer
add-to-batch_31;380;2022-11-08 08:55:43.410000;buffer
add-to-batch_31;447;2022-11-08 08:55:50.758000;buffer
add-to-batch_31;460;2022-11-08 08:55:55.701000;buffer
add-to-batch_31;280;2022-11-08 08:55:56.247000;buffer
add-to-batch_31;291;2022-11-08 08:57:01.832000;buffer
batch-pick-end;batch-29;2022-11-08 08:57:40.291000;buffer
batch-consolidate-start;batch-29;2022-11-08 08:57:40.291000;consolidation
tote-finished;669;2022-11-08 08:57:46.079000;consolidation
tote-finished;646;2022-11-08 08:57:50.688000;consolidation
tote-finished;271;2022-11-08 08:57:58.028000;consolidation
tote-finished;610;2022-11-08 08:58:03.591000;consolidation
tote-finished;776;2022-11-08 08:58:08.303000;consolidation
tote-finished;383;2022-11-08 08:58:12.549000;consolidation
tote-finished;822;2022-11-08 08:58:18.675000;consolidation
tote-finished;817;2022-11-08 08:58:24.455000;consolidation
add-to-batch_31;53;2022-11-08 08:58:28.779000;buffer
tote-finished;826;2022-11-08 08:58:30.600000;consolidation
tote-finished;803;2022-11-08 08:58:37.190000;consolidation
tote-finished;944;2022-11-08 08:58:41.024000;consolidation
add-to-batch_31;743;2022-11-08 08:58:41.786000;buffer
batch-full;batch-31;2022-11-08 08:58:41.786000;buffer
batch-release;batch-31;2022-11-08 08:58:41.786000;buffer
batch-pick-start;batch-31;2022-11-08 08:58:41.786000;buffer
batch-consolidate-end;batch-29;2022-11-08 08:58:47.787000;consolidation
tote-finished;14;2022-11-08 08:58:47.787000;consolidation
new-batch;batch-32;2022-11-08 08:59:21.645000;buffer
add-to-batch_32;193;2022-11-08 08:59:21.645000;buffer
add-to-batch_32;244;2022-11-08 08:59:30.752000;buffer
add-to-batch_32;289;2022-11-08 09:01:05.619000;buffer
add-to-batch_32;181;2022-11-08 09:01:20.653000;buffer
add-to-batch_32;128;2022-11-08 09:01:46.536000;buffer
add-to-batch_32;567;2022-11-08 09:01:59.204000;buffer
batch-pick-end;batch-30;2022-11-08 09:02:39.563000;buffer
batch-consolidate-start;batch-30;2022-11-08 09:02:39.563000;consolidation
tote-finished;362;2022-11-08 09:02:44.700000;consolidation
tote-finished;626;2022-11-08 09:02:48.890000;consolidation
tote-finished;858;2022-11-08 09:02:55.532000;consolidation
add-to-batch_32;353;2022-11-08 09:03:00.966000;buffer
tote-finished;527;2022-11-08 09:03:01.159000;consolidation
add-to-batch_32;919;2022-11-08 09:03:01.911000;buffer
add-to-batch_32;110;2022-11-08 09:03:04.916000;buffer
tote-finished;781;2022-11-08 09:03:08.402000;consolidation
tote-finished;35;2022-11-08 09:03:15.924000;consolidation
tote-finished;267;2022-11-08 09:03:21.914000;consolidation
tote-finished;642;2022-11-08 09:03:28.321000;consolidation
tote-finished;640;2022-11-08 09:03:35.459000;consolidation
tote-finished;260;2022-11-08 09:03:40.823000;consolidation
tote-finished;544;2022-11-08 09:03:46.171000;consolidation
batch-consolidate-end;batch-30;2022-11-08 09:03:51.457000;consolidation
tote-finished;541;2022-11-08 09:03:51.457000;consolidation
add-to-batch_32;561;2022-11-08 09:04:17.701000;buffer
add-to-batch_32;378;2022-11-08 09:04:32.320000;buffer
add-to-batch_32;274;2022-11-08 09:04:39.336000;buffer
batch-full;batch-32;2022-11-08 09:04:39.336000;buffer
batch-release;batch-32;2022-11-08 09:04:39.336000;buffer
batch-pick-start;batch-32;2022-11-08 09:04:39.336000;buffer
new-batch;batch-33;2022-11-08 09:05:00.007000;buffer
add-to-batch_33;670;2022-11-08 09:05:00.007000;buffer
add-to-batch_33;425;2022-11-08 09:05:26.849000;buffer
add-to-batch_33;906;2022-11-08 09:05:41.697000;buffer
add-to-batch_33;873;2022-11-08 09:06:16.180000;buffer
add-to-batch_33;767;2022-11-08 09:06:52.371000;buffer
add-to-batch_33;612;2022-11-08 09:07:04.357000;buffer
add-to-batch_33;603;2022-11-08 09:07:22.330000;buffer
add-to-batch_33;923;2022-11-08 09:07:57.820000;buffer
batch-pick-end;batch-31;2022-11-08 09:08:21.061000;buffer
batch-consolidate-start;batch-31;2022-11-08 09:08:21.061000;consolidation
tote-finished;463;2022-11-08 09:08:25.385000;consolidation
tote-finished;287;2022-11-08 09:08:30.426000;consolidation
tote-finished;36;2022-11-08 09:08:36.674000;consolidation
tote-finished;562;2022-11-08 09:08:42.175000;consolidation
tote-finished;121;2022-11-08 09:08:46.335000;consolidation
tote-finished;380;2022-11-08 09:08:52.198000;consolidation
add-to-batch_33;627;2022-11-08 09:08:57.186000;buffer
tote-finished;447;2022-11-08 09:08:57.649000;consolidation
tote-finished;460;2022-11-08 09:09:05.367000;consolidation
tote-finished;280;2022-11-08 09:09:10.739000;consolidation
tote-finished;291;2022-11-08 09:09:17.405000;consolidation
tote-finished;53;2022-11-08 09:09:24.606000;consolidation
batch-consolidate-end;batch-31;2022-11-08 09:09:30.389000;consolidation
tote-finished;743;2022-11-08 09:09:30.389000;consolidation
add-to-batch_33;620;2022-11-08 09:09:31.574000;buffer
add-to-batch_33;146;2022-11-08 09:09:53.532000;buffer
add-to-batch_33;470;2022-11-08 09:10:09.925000;buffer
batch-full;batch-33;2022-11-08 09:10:09.925000;buffer
batch-release;batch-33;2022-11-08 09:10:09.925000;buffer
batch-pick-start;batch-33;2022-11-08 09:10:09.925000;buffer
new-batch;batch-34;2022-11-08 09:10:27.976000;buffer
add-to-batch_34;471;2022-11-08 09:10:27.976000;buffer
add-to-batch_34;481;2022-11-08 09:10:29.646000;buffer
add-to-batch_34;990;2022-11-08 09:10:46.797000;buffer
add-to-batch_34;133;2022-11-08 09:11:38.999000;buffer
add-to-batch_34;477;2022-11-08 09:11:57.425000;buffer
add-to-batch_34;555;2022-11-08 09:12:55.759000;buffer
add-to-batch_34;464;2022-11-08 09:12:58.381000;buffer
add-to-batch_34;387;2022-11-08 09:13:46.269000;buffer
add-to-batch_34;480;2022-11-08 09:14:37.646000;buffer
add-to-batch_34;799;2022-11-08 09:14:47.385000;buffer
add-to-batch_34;989;2022-11-08 09:15:42.484000;buffer
add-to-batch_34;141;2022-11-08 09:15:48.378000;buffer
batch-full;batch-34;2022-11-08 09:15:48.378000;buffer
batch-release;batch-34;2022-11-08 09:15:48.378000;buffer
batch-pick-start;batch-34;2022-11-08 09:15:48.378000;buffer
batch-pick-end;batch-32;2022-11-08 09:15:51.093000;buffer
batch-consolidate-start;batch-32;2022-11-08 09:15:51.093000;consolidation
tote-finished;193;2022-11-08 09:15:58.102000;consolidation
tote-finished;244;2022-11-08 09:16:03.939000;consolidation
tote-finished;289;2022-11-08 09:16:08.934000;consolidation
tote-finished;181;2022-11-08 09:16:14.764000;consolidation
tote-finished;128;2022-11-08 09:16:19.392000;consolidation
tote-finished;567;2022-11-08 09:16:25.518000;consolidation
tote-finished;353;2022-11-08 09:16:31.576000;consolidation
tote-finished;919;2022-11-08 09:16:39.080000;consolidation
tote-finished;110;2022-11-08 09:16:42.932000;consolidation
tote-finished;561;2022-11-08 09:16:48.993000;consolidation
tote-finished;378;2022-11-08 09:16:55.477000;consolidation
batch-consolidate-end;batch-32;2022-11-08 09:17:01.906000;consolidation
tote-finished;274;2022-11-08 09:17:01.906000;consolidation
new-batch;batch-35;2022-11-08 09:17:09.751000;buffer
add-to-batch_35;854;2022-11-08 09:17:09.751000;buffer
add-to-batch_35;540;2022-11-08 09:17:31;buffer
add-to-batch_35;517;2022-11-08 09:17:59.950000;buffer
batch-pick-end;batch-33;2022-11-08 09:18:11.967000;buffer
batch-consolidate-start;batch-33;2022-11-08 09:18:11.967000;consolidation
tote-finished;670;2022-11-08 09:18:18.777000;consolidation
add-to-batch_35;864;2022-11-08 09:18:19.737000;buffer
tote-finished;425;2022-11-08 09:18:23.555000;consolidation
tote-finished;906;2022-11-08 09:18:29.304000;consolidation
tote-finished;873;2022-11-08 09:18:35.725000;consolidation
tote-finished;767;2022-11-08 09:18:42.689000;consolidation
tote-finished;612;2022-11-08 09:18:50.007000;consolidation
tote-finished;603;2022-11-08 09:18:55.602000;consolidation
add-to-batch_35;641;2022-11-08 09:18:56.573000;buffer
add-to-batch_35;973;2022-11-08 09:19:00.810000;buffer
tote-finished;923;2022-11-08 09:19:01.346000;consolidation
tote-finished;627;2022-11-08 09:19:06.324000;consolidation
tote-finished;620;2022-11-08 09:19:10.230000;consolidation
tote-finished;146;2022-11-08 09:19:16.434000;consolidation
add-to-batch_35;565;2022-11-08 09:19:19.032000;buffer
batch-consolidate-end;batch-33;2022-11-08 09:19:21.081000;consolidation
tote-finished;470;2022-11-08 09:19:21.081000;consolidation
add-to-batch_35;180;2022-11-08 09:19:52.653000;buffer
add-to-batch_35;123;2022-11-08 09:20:05.086000;buffer
add-to-batch_35;650;2022-11-08 09:20:50.833000;buffer
add-to-batch_35;604;2022-11-08 09:20:56.671000;buffer
add-to-batch_35;400;2022-11-08 09:22:02.645000;buffer
batch-full;batch-35;2022-11-08 09:22:02.645000;buffer
batch-release;batch-35;2022-11-08 09:22:02.645000;buffer
batch-pick-start;batch-35;2022-11-08 09:22:02.645000;buffer
new-batch;batch-36;2022-11-08 09:22:39.219000;buffer
add-to-batch_36;768;2022-11-08 09:22:39.219000;buffer
add-to-batch_36;396;2022-11-08 09:22:54.233000;buffer
add-to-batch_36;259;2022-11-08 09:23:23.447000;buffer
add-to-batch_36;964;2022-11-08 09:23:56.827000;buffer
add-to-batch_36;384;2022-11-08 09:24:31.170000;buffer
add-to-batch_36;830;2022-11-08 09:25:03.738000;buffer
add-to-batch_36;613;2022-11-08 09:25:24.267000;buffer
add-to-batch_36;182;2022-11-08 09:25:24.483000;buffer
add-to-batch_36;848;2022-11-08 09:25:25.902000;buffer
add-to-batch_36;801;2022-11-08 09:25:47.342000;buffer
add-to-batch_36;537;2022-11-08 09:26:39.080000;buffer
add-to-batch_36;161;2022-11-08 09:26:41.710000;buffer
batch-full;batch-36;2022-11-08 09:26:41.710000;buffer
batch-release;batch-36;2022-11-08 09:26:41.710000;buffer
batch-pick-start;batch-36;2022-11-08 09:26:41.710000;buffer
batch-pick-end;batch-34;2022-11-08 09:27:11.432000;buffer
batch-consolidate-start;batch-34;2022-11-08 09:27:11.432000;consolidation
tote-finished;471;2022-11-08 09:27:17.495000;consolidation
tote-finished;481;2022-11-08 09:27:24.325000;consolidation
tote-finished;990;2022-11-08 09:27:29.146000;consolidation
tote-finished;133;2022-11-08 09:27:36.994000;consolidation
tote-finished;477;2022-11-08 09:27:42.924000;consolidation
tote-finished;555;2022-11-08 09:27:49.065000;consolidation
tote-finished;464;2022-11-08 09:27:55.650000;consolidation
new-batch;batch-37;2022-11-08 09:27:59.563000;buffer
add-to-batch_37;249;2022-11-08 09:27:59.563000;buffer
tote-finished;387;2022-11-08 09:28:02.323000;consolidation
tote-finished;480;2022-11-08 09:28:08.672000;consolidation
tote-finished;799;2022-11-08 09:28:13.514000;consolidation
tote-finished;989;2022-11-08 09:28:17.576000;consolidation
batch-consolidate-end;batch-34;2022-11-08 09:28:22.363000;consolidation
tote-finished;141;2022-11-08 09:28:22.363000;consolidation
add-to-batch_37;720;2022-11-08 09:28:27.049000;buffer
add-to-batch_37;856;2022-11-08 09:28:39.657000;buffer
add-to-batch_37;261;2022-11-08 09:28:40.714000;buffer
add-to-batch_37;991;2022-11-08 09:28:51.571000;buffer
add-to-batch_37;521;2022-11-08 09:29:15.364000;buffer
add-to-batch_37;203;2022-11-08 09:29:37.881000;buffer
add-to-batch_37;496;2022-11-08 09:29:47.967000;buffer
add-to-batch_37;106;2022-11-08 09:30:00.183000;buffer
add-to-batch_37;502;2022-11-08 09:30:14.590000;buffer
add-to-batch_37;704;2022-11-08 09:31:09.815000;buffer
batch-pick-end;batch-35;2022-11-08 09:31:26.952000;buffer
batch-consolidate-start;batch-35;2022-11-08 09:31:26.952000;consolidation
tote-finished;854;2022-11-08 09:31:32.135000;consolidation
tote-finished;540;2022-11-08 09:31:37.922000;consolidation
add-to-batch_37;415;2022-11-08 09:31:42.377000;buffer
batch-full;batch-37;2022-11-08 09:31:42.377000;buffer
batch-release;batch-37;2022-11-08 09:31:42.377000;buffer
batch-pick-start;batch-37;2022-11-08 09:31:42.377000;buffer
tote-finished;517;2022-11-08 09:31:44.934000;consolidation
tote-finished;864;2022-11-08 09:31:50.097000;consolidation
tote-finished;641;2022-11-08 09:31:56;consolidation
tote-finished;973;2022-11-08 09:32:01.059000;consolidation
new-batch;batch-38;2022-11-08 09:32:03.290000;buffer
add-to-batch_38;968;2022-11-08 09:32:03.290000;buffer
tote-finished;565;2022-11-08 09:32:07.775000;consolidation
add-to-batch_38;790;2022-11-08 09:32:08.996000;buffer
tote-finished;180;2022-11-08 09:32:13.417000;consolidation
tote-finished;123;2022-11-08 09:32:18.788000;consolidation
tote-finished;650;2022-11-08 09:32:23.656000;consolidation
add-to-batch_38;440;2022-11-08 09:32:28.583000;buffer
tote-finished;604;2022-11-08 09:32:29.406000;consolidation
batch-consolidate-end;batch-35;2022-11-08 09:32:36.495000;consolidation
tote-finished;400;2022-11-08 09:32:36.495000;consolidation
add-to-batch_38;530;2022-11-08 09:32:45.011000;buffer
add-to-batch_38;680;2022-11-08 09:32:54.706000;buffer
add-to-batch_38;499;2022-11-08 09:34:07.232000;buffer
add-to-batch_38;945;2022-11-08 09:34:35.470000;buffer
add-to-batch_38;805;2022-11-08 09:34:45.433000;buffer
add-to-batch_38;705;2022-11-08 09:34:56.812000;buffer
add-to-batch_38;513;2022-11-08 09:35:28.467000;buffer
batch-pick-end;batch-36;2022-11-08 09:35:28.669000;buffer
batch-consolidate-start;batch-36;2022-11-08 09:35:28.669000;consolidation
tote-finished;768;2022-11-08 09:35:35.876000;consolidation
add-to-batch_38;375;2022-11-08 09:35:36.684000;buffer
tote-finished;396;2022-11-08 09:35:40.740000;consolidation
tote-finished;259;2022-11-08 09:35:45.893000;consolidation
tote-finished;964;2022-11-08 09:35:51.215000;consolidation
tote-finished;384;2022-11-08 09:35:58.589000;consolidation
tote-finished;830;2022-11-08 09:36:04.136000;consolidation
tote-finished;613;2022-11-08 09:36:11.119000;consolidation
tote-finished;182;2022-11-08 09:36:18.211000;consolidation
tote-finished;848;2022-11-08 09:36:25.205000;consolidation
tote-finished;801;2022-11-08 09:36:32.186000;consolidation
tote-finished;537;2022-11-08 09:36:37.196000;consolidation
batch-consolidate-end;batch-36;2022-11-08 09:36:44.503000;consolidation
tote-finished;161;2022-11-08 09:36:44.503000;consolidation
add-to-batch_38;315;2022-11-08 09:36:53.444000;buffer
batch-full;batch-38;2022-11-08 09:36:53.444000;buffer
batch-release;batch-38;2022-11-08 09:36:53.444000;buffer
batch-pick-start;batch-38;2022-11-08 09:36:53.444000;buffer
new-batch;batch-39;2022-11-08 09:36:58.388000;buffer
add-to-batch_39;420;2022-11-08 09:36:58.388000;buffer
add-to-batch_39;84;2022-11-08 09:37:56.513000;buffer
add-to-batch_39;0;2022-11-08 09:38:03.505000;buffer
add-to-batch_39;910;2022-11-08 09:38:17.826000;buffer
add-to-batch_39;549;2022-11-08 09:38:21.966000;buffer
add-to-batch_39;863;2022-11-08 09:39:02.454000;buffer
add-to-batch_39;712;2022-11-08 09:39:10.142000;buffer
add-to-batch_39;176;2022-11-08 09:39:19.522000;buffer
add-to-batch_39;623;2022-11-08 09:39:24.521000;buffer
add-to-batch_39;914;2022-11-08 09:39:26.116000;buffer
add-to-batch_39;526;2022-11-08 09:40:06.937000;buffer
add-to-batch_39;109;2022-11-08 09:40:09.294000;buffer
batch-full;batch-39;2022-11-08 09:40:09.294000;buffer
batch-release;batch-39;2022-11-08 09:40:09.294000;buffer
batch-pick-start;batch-39;2022-11-08 09:40:09.294000;buffer
new-batch;batch-40;2022-11-08 09:40:14.194000;buffer
add-to-batch_40;797;2022-11-08 09:40:14.194000;buffer
batch-pick-end;batch-37;2022-11-08 09:40:32.556000;buffer
batch-consolidate-start;batch-37;2022-11-08 09:40:32.556000;consolidation
tote-finished;249;2022-11-08 09:40:37.669000;consolidation
tote-finished;720;2022-11-08 09:40:43.787000;consolidation
tote-finished;856;2022-11-08 09:40:48.374000;consolidation
tote-finished;261;2022-11-08 09:40:54.506000;consolidation
tote-finished;991;2022-11-08 09:40:59.834000;consolidation
tote-finished;521;2022-11-08 09:41:05.915000;consolidation
tote-finished;203;2022-11-08 09:41:10.685000;consolidation
tote-finished;496;2022-11-08 09:41:16.496000;consolidation
tote-finished;106;2022-11-08 09:41:23.267000;consolidation
tote-finished;502;2022-11-08 09:41:27.610000;consolidation
add-to-batch_40;744;2022-11-08 09:41:33.141000;buffer
tote-finished;704;2022-11-08 09:41:34.104000;consolidation
add-to-batch_40;891;2022-11-08 09:41:36.419000;buffer
batch-consolidate-end;batch-37;2022-11-08 09:41:39.497000;consolidation
tote-finished;415;2022-11-08 09:41:39.497000;consolidation
add-to-batch_40;819;2022-11-08 09:42:02.438000;buffer
add-to-batch_40;697;2022-11-08 09:42:02.908000;buffer
add-to-batch_40;614;2022-11-08 09:42:17.843000;buffer
add-to-batch_40;528;2022-11-08 09:42:53.926000;buffer
add-to-batch_40;605;2022-11-08 09:43:10.597000;buffer
add-to-batch_40;677;2022-11-08 09:43:19.490000;buffer
add-to-batch_40;355;2022-11-08 09:44:25.405000;buffer
add-to-batch_40;144;2022-11-08 09:44:43.629000;buffer
add-to-batch_40;529;2022-11-08 09:44:52.370000;buffer
batch-full;batch-40;2022-11-08 09:44:52.370000;buffer
batch-release;batch-40;2022-11-08 09:44:52.370000;buffer
batch-pick-start;batch-40;2022-11-08 09:44:52.370000;buffer
new-batch;batch-41;2022-11-08 09:45:02.826000;buffer
add-to-batch_41;124;2022-11-08 09:45:02.826000;buffer
add-to-batch_41;222;2022-11-08 09:45:19.420000;buffer
add-to-batch_41;688;2022-11-08 09:45:20.979000;buffer
add-to-batch_41;6;2022-11-08 09:45:46.233000;buffer
add-to-batch_41;711;2022-11-08 09:46:06.913000;buffer
add-to-batch_41;452;2022-11-08 09:46:14.568000;buffer
add-to-batch_41;847;2022-11-08 09:46:15.841000;buffer
add-to-batch_41;196;2022-11-08 09:46:43.355000;buffer
add-to-batch_41;695;2022-11-08 09:46:45.959000;buffer
add-to-batch_41;625;2022-11-08 09:47:03.637000;buffer
add-to-batch_41;350;2022-11-08 09:47:42.337000;buffer
add-to-batch_41;986;2022-11-08 09:47:53.596000;buffer
batch-full;batch-41;2022-11-08 09:47:53.596000;buffer
batch-release;batch-41;2022-11-08 09:47:53.596000;buffer
batch-pick-start;batch-41;2022-11-08 09:47:53.596000;buffer
new-batch;batch-42;2022-11-08 09:48:11.097000;buffer
add-to-batch_42;976;2022-11-08 09:48:11.097000;buffer
add-to-batch_42;112;2022-11-08 09:48:40.846000;buffer
add-to-batch_42;747;2022-11-08 09:49:11.831000;buffer
add-to-batch_42;671;2022-11-08 09:49:56.361000;buffer
add-to-batch_42;149;2022-11-08 09:50:09.412000;buffer
add-to-batch_42;391;2022-11-08 09:50:25.049000;buffer
add-to-batch_42;177;2022-11-08 09:50:51.538000;buffer
add-to-batch_42;900;2022-11-08 09:51:27.509000;buffer
add-to-batch_42;241;2022-11-08 09:51:53.443000;buffer
batch-pick-end;batch-39;2022-11-08 09:52:39.756000;buffer
batch-consolidate-start;batch-39;2022-11-08 09:52:39.756000;consolidation
tote-finished;420;2022-11-08 09:52:47.148000;consolidation
tote-finished;84;2022-11-08 09:52:54.230000;consolidation
add-to-batch_42;550;2022-11-08 09:52:59.006000;buffer
tote-finished;0;2022-11-08 09:53:01.645000;consolidation
tote-finished;910;2022-11-08 09:53:06.748000;consolidation
add-to-batch_42;403;2022-11-08 09:53:12.534000;buffer
tote-finished;549;2022-11-08 09:53:12.754000;consolidation
tote-finished;863;2022-11-08 09:53:18.392000;consolidation
tote-finished;712;2022-11-08 09:53:22.410000;consolidation
tote-finished;176;2022-11-08 09:53:30.872000;consolidation
tote-finished;623;2022-11-08 09:53:37.459000;consolidation
tote-finished;914;2022-11-08 09:53:43.151000;consolidation
tote-finished;526;2022-11-08 09:53:49.587000;consolidation
batch-consolidate-end;batch-39;2022-11-08 09:53:55.929000;consolidation
tote-finished;109;2022-11-08 09:53:55.929000;consolidation
add-to-batch_42;966;2022-11-08 09:54:09.842000;buffer
batch-full;batch-42;2022-11-08 09:54:09.842000;buffer
batch-release;batch-42;2022-11-08 09:54:09.842000;buffer
batch-pick-start;batch-42;2022-11-08 09:54:09.842000;buffer
batch-pick-end;batch-38;2022-11-08 09:54:21.392000;buffer
batch-consolidate-start;batch-38;2022-11-08 09:54:21.392000;consolidation
tote-finished;968;2022-11-08 09:54:26.952000;consolidation
tote-finished;790;2022-11-08 09:54:32.657000;consolidation
new-batch;batch-43;2022-11-08 09:54:34.644000;buffer
add-to-batch_43;439;2022-11-08 09:54:34.644000;buffer
tote-finished;440;2022-11-08 09:54:38.219000;consolidation
tote-finished;530;2022-11-08 09:54:42.996000;consolidation
add-to-batch_43;607;2022-11-08 09:54:47.813000;buffer
add-to-batch_43;952;2022-11-08 09:54:49.926000;buffer
tote-finished;680;2022-11-08 09:54:50.574000;consolidation
tote-finished;499;2022-11-08 09:54:56.142000;consolidation
add-to-batch_43;703;2022-11-08 09:54:57.298000;buffer
add-to-batch_43;129;2022-11-08 09:54:59.900000;buffer
tote-finished;945;2022-11-08 09:55:03.784000;consolidation
add-to-batch_43;221;2022-11-08 09:55:05.875000;buffer
tote-finished;805;2022-11-08 09:55:09.708000;consolidation
tote-finished;705;2022-11-08 09:55:16.259000;consolidation
tote-finished;513;2022-11-08 09:55:24.097000;consolidation
tote-finished;375;2022-11-08 09:55:30.057000;consolidation
batch-consolidate-end;batch-38;2022-11-08 09:55:35.643000;consolidation
tote-finished;315;2022-11-08 09:55:35.643000;consolidation
add-to-batch_43;41;2022-11-08 09:55:50.454000;buffer
add-to-batch_43;446;2022-11-08 09:56:16.379000;buffer
batch-pick-end;batch-40;2022-11-08 09:56:36.812000;buffer
batch-consolidate-start;batch-40;2022-11-08 09:56:36.812000;consolidation
tote-finished;797;2022-11-08 09:56:43.875000;consolidation
tote-finished;744;2022-11-08 09:56:49.139000;consolidation
tote-finished;891;2022-11-08 09:56:53.234000;consolidation
tote-finished;819;2022-11-08 09:57:00.113000;consolidation
tote-finished;697;2022-11-08 09:57:04.674000;consolidation
tote-finished;614;2022-11-08 09:57:10.262000;consolidation
tote-finished;528;2022-11-08 09:57:16.393000;consolidation
tote-finished;605;2022-11-08 09:57:22.417000;consolidation
tote-finished;677;2022-11-08 09:57:29.906000;consolidation
tote-finished;355;2022-11-08 09:57:35.471000;consolidation
tote-finished;144;2022-11-08 09:57:41.307000;consolidation
batch-consolidate-end;batch-40;2022-11-08 09:57:46.383000;consolidation
tote-finished;529;2022-11-08 09:57:46.383000;consolidation
add-to-batch_43;855;2022-11-08 09:58:39.035000;buffer
add-to-batch_43;726;2022-11-08 09:58:52.909000;buffer
add-to-batch_43;545;2022-11-08 10:00:53.117000;buffer
batch-pick-end;batch-41;2022-11-08 10:01:18.572000;buffer
batch-consolidate-start;batch-41;2022-11-08 10:01:18.572000;consolidation
tote-finished;124;2022-11-08 10:01:25.414000;consolidation
tote-finished;222;2022-11-08 10:01:32.742000;consolidation
tote-finished;688;2022-11-08 10:01:37.995000;consolidation
tote-finished;6;2022-11-08 10:01:43.756000;consolidation
tote-finished;711;2022-11-08 10:01:50.046000;consolidation
tote-finished;452;2022-11-08 10:01:57.425000;consolidation
tote-finished;847;2022-11-08 10:02:03.250000;consolidation
tote-finished;196;2022-11-08 10:02:09.313000;consolidation
tote-finished;695;2022-11-08 10:02:14.724000;consolidation
tote-finished;625;2022-11-08 10:02:21.296000;consolidation
tote-finished;350;2022-11-08 10:02:27.293000;consolidation
batch-consolidate-end;batch-41;2022-11-08 10:02:32.772000;consolidation
tote-finished;986;2022-11-08 10:02:32.772000;consolidation
add-to-batch_43;357;2022-11-08 10:02:35.669000;buffer
batch-full;batch-43;2022-11-08 10:02:35.669000;buffer
batch-release;batch-43;2022-11-08 10:02:35.669000;buffer
batch-pick-start;batch-43;2022-11-08 10:02:35.669000;buffer
new-batch;batch-44;2022-11-08 10:02:50.077000;buffer
add-to-batch_44;229;2022-11-08 10:02:50.077000;buffer
add-to-batch_44;733;2022-11-08 10:02:50.184000;buffer
add-to-batch_44;583;2022-11-08 10:03:31.403000;buffer
add-to-batch_44;308;2022-11-08 10:03:32.563000;buffer
add-to-batch_44;143;2022-11-08 10:03:35.349000;buffer
add-to-batch_44;840;2022-11-08 10:03:45.716000;buffer
add-to-batch_44;373;2022-11-08 10:03:54.987000;buffer
add-to-batch_44;22;2022-11-08 10:04:04.918000;buffer
add-to-batch_44;663;2022-11-08 10:04:47.904000;buffer
add-to-batch_44;66;2022-11-08 10:05:01.073000;buffer
batch-pick-end;batch-42;2022-11-08 10:06:05.290000;buffer
batch-consolidate-start;batch-42;2022-11-08 10:06:05.290000;consolidation
add-to-batch_44;416;2022-11-08 10:06:10.467000;buffer
tote-finished;976;2022-11-08 10:06:11.131000;consolidation
tote-finished;112;2022-11-08 10:06:14.790000;consolidation
tote-finished;747;2022-11-08 10:06:21.833000;consolidation
tote-finished;671;2022-11-08 10:06:26.619000;consolidation
tote-finished;149;2022-11-08 10:06:32.304000;consolidation
tote-finished;391;2022-11-08 10:06:38.537000;consolidation
tote-finished;177;2022-11-08 10:06:42.578000;consolidation
tote-finished;900;2022-11-08 10:06:49.347000;consolidation
tote-finished;241;2022-11-08 10:06:53.930000;consolidation
tote-finished;550;2022-11-08 10:06:59.785000;consolidation
tote-finished;403;2022-11-08 10:07:05.146000;consolidation
batch-consolidate-end;batch-42;2022-11-08 10:07:10.119000;consolidation
tote-finished;966;2022-11-08 10:07:10.119000;consolidation
add-to-batch_44;611;2022-11-08 10:07:14.781000;buffer
batch-full;batch-44;2022-11-08 10:07:14.781000;buffer
batch-release;batch-44;2022-11-08 10:07:14.781000;buffer
batch-pick-start;batch-44;2022-11-08 10:07:14.781000;buffer
new-batch;batch-45;2022-11-08 10:08:31.476000;buffer
add-to-batch_45;498;2022-11-08 10:08:31.476000;buffer
add-to-batch_45;708;2022-11-08 10:08:35.465000;buffer
