action;tote_batch_id;timestamp;location
tote-finished;443;2022-11-08 07:24:01.673000;consolidation
add-to-batch_15;876;2022-11-08 07:24:05.827000;buffer
tote-finished;624;2022-11-08 07:24:07.135000;consolidation
add-to-batch_15;506;2022-11-08 07:24:10.292000;buffer
tote-finished;122;2022-11-08 07:24:11.965000;consolidation
batch-consolidate-end;batch-13;2022-11-08 07:24:18.808000;consolidation
tote-finished;825;2022-11-08 07:24:18.808000;consolidation
add-to-batch_15;564;2022-11-08 07:24:44.193000;buffer
add-to-batch_15;818;2022-11-08 07:25:25.352000;buffer
batch-full;batch-15;2022-11-08 07:25:25.352000;buffer
batch-release;batch-15;2022-11-08 07:25:25.352000;buffer
batch-pick-start;batch-15;2022-11-08 07:25:25.352000;buffer
new-batch;batch-16;2022-11-08 07:25:25.760000;buffer
add-to-batch_16;539;2022-11-08 07:25:25.760000;buffer
add-to-batch_16;214;2022-11-08 07:25:36.480000;buffer
add-to-batch_16;175;2022-11-08 07:26:03.463000;buffer
batch-pick-end;batch-14;2022-11-08 07:26:35.036000;buffer
batch-consolidate-start;batch-14;2022-11-08 07:26:35.036000;consolidation
tote-finished;814;2022-11-08 07:26:40.890000;consolidation
tote-finished;462;2022-11-08 07:26:46.280000;consolidation
tote-finished;329;2022-11-08 07:26:51.616000;consolidation
tote-finished;81;2022-11-08 07:26:57.233000;consolidation
tote-finished;683;2022-11-08 07:27:04.380000;consolidation
add-to-batch_16;918;2022-11-08 07:27:10.755000;buffer
tote-finished;408;2022-11-08 07:27:10.873000;consolidation
tote-finished;127;2022-11-08 07:27:15.876000;consolidation
add-to-batch_16;777;2022-11-08 07:27:16.984000;buffer
tote-finished;512;2022-11-08 07:27:22.191000;consolidation
tote-finished;376;2022-11-08 07:27:28.472000;consolidation
tote-finished;532;2022-11-08 07:27:34.635000;consolidation
tote-finished;438;2022-11-08 07:27:41.200000;consolidation
batch-consolidate-end;batch-14;2022-11-08 07:27:47.144000;consolidation
tote-finished;368;2022-11-08 07:27:47.144000;consolidation
add-to-batch_16;557;2022-11-08 07:28:46.952000;buffer
add-to-batch_16;46;2022-11-08 07:29:32.440000;buffer
add-to-batch_16;135;2022-11-08 07:30:26.700000;buffer
add-to-batch_16;326;2022-11-08 07:30:42.414000;buffer
add-to-batch_16;675;2022-11-08 07:31:03.192000;buffer
add-to-batch_16;311;2022-11-08 07:31:03.914000;buffer
add-to-batch_16;305;2022-11-08 07:31:25.652000;buffer
batch-full;batch-16;2022-11-08 07:31:25.652000;buffer
batch-release;batch-16;2022-11-08 07:31:25.652000;buffer
batch-pick-start;batch-16;2022-11-08 07:31:25.652000;buffer
new-batch;batch-17;2022-11-08 07:31:49.859000;buffer
add-to-batch_17;240;2022-11-08 07:31:49.859000;buffer
add-to-batch_17;838;2022-11-08 07:33:04.488000;buffer
add-to-batch_17;405;2022-11-08 07:34:22.659000;buffer
add-to-batch_17;461;2022-11-08 07:34:56.003000;buffer
add-to-batch_17;898;2022-11-08 07:35:28.057000;buffer
add-to-batch_17;701;2022-11-08 07:35:54.321000;buffer
add-to-batch_17;597;2022-11-08 07:36:03.880000;buffer
add-to-batch_17;834;2022-11-08 07:37:05.159000;buffer
add-to-batch_17;903;2022-11-08 07:37:29.545000;buffer
add-to-batch_17;228;2022-11-08 07:37:33.190000;buffer
add-to-batch_17;668;2022-11-08 07:37:46.773000;buffer
add-to-batch_17;543;2022-11-08 07:38:03.805000;buffer
batch-full;batch-17;2022-11-08 07:38:03.805000;buffer
batch-release;batch-17;2022-11-08 07:38:03.805000;buffer
batch-pick-start;batch-17;2022-11-08 07:38:03.805000;buffer
new-batch;batch-18;2022-11-08 07:38:20.246000;buffer
add-to-batch_18;809;2022-11-08 07:38:20.246000;buffer
batch-pick-end;batch-15;2022-11-08 07:38:40.235000;buffer
batch-consolidate-start;batch-15;2022-11-08 07:38:40.235000;consolidation
tote-finished;17;2022-11-08 07:38:46.202000;consolidation
tote-finished;31;2022-11-08 07:38:53.412000;consolidation
tote-finished;829;2022-11-08 07:38:59.684000;consolidation
tote-finished;186;2022-11-08 07:39:05.766000;consolidation
tote-finished;922;2022-11-08 07:39:12.717000;consolidation
tote-finished;525;2022-11-08 07:39:20.336000;consolidation
tote-finished;534;2022-11-08 07:39:28.080000;consolidation
batch-pick-end;batch-16;2022-11-08 07:39:28.839000;buffer
batch-consolidate-start;batch-16;2022-11-08 07:39:28.839000;consolidation
tote-finished;714;2022-11-08 07:39:32.500000;consolidation
tote-finished;539;2022-11-08 07:39:35.913000;consolidation
tote-finished;876;2022-11-08 07:39:38.699000;consolidation
tote-finished;506;2022-11-08 07:39:42.589000;consolidation
tote-finished;214;2022-11-08 07:39:42.785000;consolidation
tote-finished;175;2022-11-08 07:39:46.170000;consolidation
tote-finished;564;2022-11-08 07:39:47.794000;consolidation
tote-finished;918;2022-11-08 07:39:52.416000;consolidation
batch-consolidate-end;batch-15;2022-11-08 07:39:52.732000;consolidation
tote-finished;818;2022-11-08 07:39:52.732000;consolidation
tote-finished;777;2022-11-08 07:39:57.994000;consolidation
tote-finished;557;2022-11-08 07:40:04.913000;consolidation
add-to-batch_18;377;2022-11-08 07:40:09.081000;buffer
tote-finished;46;2022-11-08 07:40:11.199000;consolidation
tote-finished;135;2022-11-08 07:40:17.380000;consolidation
tote-finished;326;2022-11-08 07:40:24.185000;consolidation
tote-finished;675;2022-11-08 07:40:29.068000;consolidation
tote-finished;311;2022-11-08 07:40:35.864000;consolidation
batch-consolidate-end;batch-16;2022-11-08 07:40:40.342000;consolidation
tote-finished;305;2022-11-08 07:40:40.342000;consolidation
add-to-batch_18;150;2022-11-08 07:40:41.302000;buffer
add-to-batch_18;390;2022-11-08 07:40:43.016000;buffer
add-to-batch_18;205;2022-11-08 07:41:28.528000;buffer
add-to-batch_18;553;2022-11-08 07:41:42.813000;buffer
add-to-batch_18;458;2022-11-08 07:41:59.949000;buffer
add-to-batch_18;698;2022-11-08 07:42:08.500000;buffer
add-to-batch_18;382;2022-11-08 07:42:16.173000;buffer
add-to-batch_18;346;2022-11-08 07:42:20.211000;buffer
add-to-batch_18;313;2022-11-08 07:43:10.356000;buffer
add-to-batch_18;880;2022-11-08 07:43:20.156000;buffer
batch-full;batch-18;2022-11-08 07:43:20.156000;buffer
batch-release;batch-18;2022-11-08 07:43:20.156000;buffer
batch-pick-start;batch-18;2022-11-08 07:43:20.156000;buffer
new-batch;batch-19;2022-11-08 07:43:34.558000;buffer
add-to-batch_19;278;2022-11-08 07:43:34.558000;buffer
add-to-batch_19;115;2022-11-08 07:43:43.200000;buffer
add-to-batch_19;681;2022-11-08 07:43:47.887000;buffer
add-to-batch_19;51;2022-11-08 07:44:30.944000;buffer
add-to-batch_19;74;2022-11-08 07:44:42.749000;buffer
add-to-batch_19;86;2022-11-08 07:45:42.638000;buffer
add-to-batch_19;779;2022-11-08 07:45:59.790000;buffer
add-to-batch_19;319;2022-11-08 07:46:01.772000;buffer
add-to-batch_19;459;2022-11-08 07:46:40.592000;buffer
batch-pick-end;batch-17;2022-11-08 07:47:50.173000;buffer
batch-consolidate-start;batch-17;2022-11-08 07:47:50.173000;consolidation
tote-finished;240;2022-11-08 07:47:55.241000;consolidation
add-to-batch_19;974;2022-11-08 07:48:01.170000;buffer
add-to-batch_19;535;2022-11-08 07:48:02.366000;buffer
tote-finished;838;2022-11-08 07:48:03.385000;consolidation
tote-finished;405;2022-11-08 07:48:08.292000;consolidation
tote-finished;461;2022-11-08 07:48:13.462000;consolidation
add-to-batch_19;59;2022-11-08 07:48:13.879000;buffer
batch-full;batch-19;2022-11-08 07:48:13.879000;buffer
batch-release;batch-19;2022-11-08 07:48:13.879000;buffer
batch-pick-start;batch-19;2022-11-08 07:48:13.879000;buffer
tote-finished;898;2022-11-08 07:48:18.100000;consolidation
tote-finished;701;2022-11-08 07:48:23.851000;consolidation
tote-finished;597;2022-11-08 07:48:30.267000;consolidation
new-batch;batch-20;2022-11-08 07:48:32.360000;buffer
add-to-batch_20;333;2022-11-08 07:48:32.360000;buffer
tote-finished;834;2022-11-08 07:48:35.949000;consolidation
tote-finished;903;2022-11-08 07:48:42.970000;consolidation
tote-finished;228;2022-11-08 07:48:48.412000;consolidation
add-to-batch_20;568;2022-11-08 07:48:53.085000;buffer
tote-finished;668;2022-11-08 07:48:54.855000;consolidation
batch-consolidate-end;batch-17;2022-11-08 07:49:01.076000;consolidation
tote-finished;543;2022-11-08 07:49:01.076000;consolidation
add-to-batch_20;349;2022-11-08 07:49:03.728000;buffer
add-to-batch_20;852;2022-11-08 07:49:46.321000;buffer
add-to-batch_20;393;2022-11-08 07:50:05.407000;buffer
add-to-batch_20;778;2022-11-08 07:50:59.264000;buffer
add-to-batch_20;883;2022-11-08 07:51:08.820000;buffer
add-to-batch_20;442;2022-11-08 07:51:15.221000;buffer
batch-pick-end;batch-18;2022-11-08 07:51:24.622000;buffer
batch-consolidate-start;batch-18;2022-11-08 07:51:24.622000;consolidation
tote-finished;809;2022-11-08 07:51:30.047000;consolidation
add-to-batch_20;773;2022-11-08 07:51:31.993000;buffer
add-to-batch_20;239;2022-11-08 07:51:32.375000;buffer
tote-finished;377;2022-11-08 07:51:36.171000;consolidation
tote-finished;150;2022-11-08 07:51:42.779000;consolidation
tote-finished;390;2022-11-08 07:51:49.718000;consolidation
tote-finished;205;2022-11-08 07:51:56.615000;consolidation
tote-finished;553;2022-11-08 07:52:02.647000;consolidation
tote-finished;458;2022-11-08 07:52:09.009000;consolidation
tote-finished;698;2022-11-08 07:52:14.388000;consolidation
tote-finished;382;2022-11-08 07:52:21.555000;consolidation
tote-finished;346;2022-11-08 07:52:27.553000;consolidation
tote-finished;313;2022-11-08 07:52:33.530000;consolidation
batch-consolidate-end;batch-18;2022-11-08 07:52:39.709000;consolidation
tote-finished;880;2022-11-08 07:52:39.709000;consolidation
add-to-batch_20;204;2022-11-08 07:52:50.548000;buffer
add-to-batch_20;105;2022-11-08 07:53:32.691000;buffer
batch-full;batch-20;2022-11-08 07:53:32.691000;buffer
batch-release;batch-20;2022-11-08 07:53:32.691000;buffer
batch-pick-start;batch-20;2022-11-08 07:53:32.691000;buffer
new-batch;batch-21;2022-11-08 07:53:42.975000;buffer
add-to-batch_21;572;2022-11-08 07:53:42.975000;buffer
add-to-batch_21;672;2022-11-08 07:54:19.001000;buffer
add-to-batch_21;558;2022-11-08 07:54:23.491000;buffer
add-to-batch_21;89;2022-11-08 07:56:50.591000;buffer
add-to-batch_21;5;2022-11-08 07:56:51.512000;buffer
add-to-batch_21;120;2022-11-08 07:56:54.353000;buffer
add-to-batch_21;850;2022-11-08 07:57:57.558000;buffer
add-to-batch_21;559;2022-11-08 07:58:42.668000;buffer
batch-pick-end;batch-19;2022-11-08 07:59:49.555000;buffer
batch-consolidate-start;batch-19;2022-11-08 07:59:49.555000;consolidation
tote-finished;278;2022-11-08 07:59:53.994000;consolidation
tote-finished;115;2022-11-08 08:00:01.173000;consolidation
tote-finished;681;2022-11-08 08:00:06.782000;consolidation
tote-finished;51;2022-11-08 08:00:13.348000;consolidation
tote-finished;74;2022-11-08 08:00:21.232000;consolidation
tote-finished;86;2022-11-08 08:00:26.794000;consolidation
tote-finished;779;2022-11-08 08:00:31.197000;consolidation
add-to-batch_21;718;2022-11-08 08:00:32.463000;buffer
add-to-batch_21;813;2022-11-08 08:00:33.127000;buffer
tote-finished;319;2022-11-08 08:00:39.135000;consolidation
tote-finished;459;2022-11-08 08:00:45;consolidation
tote-finished;974;2022-11-08 08:00:50.617000;consolidation
tote-finished;535;2022-11-08 08:00:56.606000;consolidation
batch-consolidate-end;batch-19;2022-11-08 08:01:02.946000;consolidation
tote-finished;59;2022-11-08 08:01:02.946000;consolidation
add-to-batch_21;592;2022-11-08 08:01:29.862000;buffer
add-to-batch_21;178;2022-11-08 08:01:36.567000;buffer
batch-full;batch-21;2022-11-08 08:01:36.567000;buffer
batch-release;batch-21;2022-11-08 08:01:36.567000;buffer
batch-pick-start;batch-21;2022-11-08 08:01:36.567000;buffer
new-batch;batch-22;2022-11-08 08:02:18.998000;buffer
add-to-batch_22;508;2022-11-08 08:02:18.998000;buffer
add-to-batch_22;111;2022-11-08 08:02:31.240000;buffer
add-to-batch_22;155;2022-11-08 08:02:44.408000;buffer
add-to-batch_22;92;2022-11-08 08:02:46.053000;buffer
batch-pick-end;batch-20;2022-11-08 08:03:05.292000;buffer
batch-consolidate-start;batch-20;2022-11-08 08:03:05.292000;consolidation
tote-finished;333;2022-11-08 08:03:11.830000;consolidation
tote-finished;568;2022-11-08 08:03:16.295000;consolidation
tote-finished;349;2022-11-08 08:03:23.656000;consolidation
tote-finished;852;2022-11-08 08:03:29.222000;consolidation
tote-finished;393;2022-11-08 08:03:34.909000;consolidation
tote-finished;778;2022-11-08 08:03:41.749000;consolidation
tote-finished;883;2022-11-08 08:03:48.013000;consolidation
add-to-batch_22;363;2022-11-08 08:03:48.459000;buffer
add-to-batch_22;286;2022-11-08 08:03:51.207000;buffer
tote-finished;442;2022-11-08 08:03:51.798000;consolidation
tote-finished;773;2022-11-08 08:03:59.061000;consolidation
tote-finished;239;2022-11-08 08:04:04.114000;consolidation
add-to-batch_22;536;2022-11-08 08:04:08.840000;buffer
tote-finished;204;2022-11-08 08:04:09.873000;consolidation
batch-consolidate-end;batch-20;2022-11-08 08:04:16.186000;consolidation
tote-finished;105;2022-11-08 08:04:16.186000;consolidation
add-to-batch_22;198;2022-11-08 08:04:51.525000;buffer
add-to-batch_22;174;2022-11-08 08:05:02.997000;buffer
add-to-batch_22;915;2022-11-08 08:05:14.210000;buffer
add-to-batch_22;590;2022-11-08 08:05:26.680000;buffer
add-to-batch_22;232;2022-11-08 08:05:29.173000;buffer
batch-full;batch-22;2022-11-08 08:05:29.173000;buffer
batch-release;batch-22;2022-11-08 08:05:29.173000;buffer
batch-pick-start;batch-22;2022-11-08 08:05:29.173000;buffer
new-batch;batch-23;2022-11-08 08:06:26.991000;buffer
add-to-batch_23;343;2022-11-08 08:06:26.991000;buffer
add-to-batch_23;190;2022-11-08 08:06:37.338000;buffer
add-to-batch_23;47;2022-11-08 08:08:30.938000;buffer
add-to-batch_23;515;2022-11-08 08:08:34.066000;buffer
add-to-batch_23;389;2022-11-08 08:08:50.447000;buffer
add-to-batch_23;943;2022-11-08 08:09:00.664000;buffer
add-to-batch_23;151;2022-11-08 08:09:03.514000;buffer
add-to-batch_23;157;2022-11-08 08:09:25.447000;buffer
add-to-batch_23;811;2022-11-08 08:09:29.421000;buffer
add-to-batch_23;674;2022-11-08 08:09:46.424000;buffer
add-to-batch_23;630;2022-11-08 08:09:48.357000;buffer
batch-pick-end;batch-21;2022-11-08 08:10:06.248000;buffer
batch-consolidate-start;batch-21;2022-11-08 08:10:06.248000;consolidation
add-to-batch_23;312;2022-11-08 08:10:10.832000;buffer
batch-full;batch-23;2022-11-08 08:10:10.832000;buffer
batch-release;batch-23;2022-11-08 08:10:10.832000;buffer
batch-pick-start;batch-23;2022-11-08 08:10:10.832000;buffer
tote-finished;572;2022-11-08 08:10:11.503000;consolidation
new-batch;batch-24;2022-11-08 08:10:15.026000;buffer
add-to-batch_24;248;2022-11-08 08:10:15.026000;buffer
tote-finished;672;2022-11-08 08:10:18.944000;consolidation
tote-finished;558;2022-11-08 08:10:23.204000;consolidation
tote-finished;89;2022-11-08 08:10:28.714000;consolidation
tote-finished;5;2022-11-08 08:10:35.167000;consolidation
tote-finished;120;2022-11-08 08:10:41.251000;consolidation
tote-finished;850;2022-11-08 08:10:46.856000;consolidation
tote-finished;559;2022-11-08 08:10:53.258000;consolidation
tote-finished;718;2022-11-08 08:11:00.205000;consolidation
add-to-batch_24;985;2022-11-08 08:11:05.349000;buffer
tote-finished;813;2022-11-08 08:11:07.993000;consolidation
tote-finished;592;2022-11-08 08:11:11.835000;consolidation
batch-consolidate-end;batch-21;2022-11-08 08:11:17.067000;consolidation
tote-finished;178;2022-11-08 08:11:17.067000;consolidation
add-to-batch_24;853;2022-11-08 08:11:23.037000;buffer
add-to-batch_24;586;2022-11-08 08:11:35.320000;buffer
add-to-batch_24;887;2022-11-08 08:12:11.613000;buffer
batch-pick-end;batch-22;2022-11-08 08:12:31.929000;buffer
batch-consolidate-start;batch-22;2022-11-08 08:12:31.929000;consolidation
tote-finished;508;2022-11-08 08:12:39.600000;consolidation
add-to-batch_24;337;2022-11-08 08:12:43.903000;buffer
tote-finished;111;2022-11-08 08:12:46.524000;consolidation
tote-finished;155;2022-11-08 08:12:52.779000;consolidation
tote-finished;92;2022-11-08 08:13:00.151000;consolidation
tote-finished;363;2022-11-08 08:13:05.094000;consolidation
add-to-batch_24;356;2022-11-08 08:13:05.898000;buffer
tote-finished;286;2022-11-08 08:13:12.330000;consolidation
tote-finished;536;2022-11-08 08:13:18.031000;consolidation
add-to-batch_24;359;2022-11-08 08:13:21.894000;buffer
tote-finished;198;2022-11-08 08:13:25.392000;consolidation
tote-finished;174;2022-11-08 08:13:30.840000;consolidation
tote-finished;915;2022-11-08 08:13:37.008000;consolidation
tote-finished;590;2022-11-08 08:13:42.441000;consolidation
add-to-batch_24;107;2022-11-08 08:13:47.179000;buffer
batch-consolidate-end;batch-22;2022-11-08 08:13:48.150000;consolidation
tote-finished;232;2022-11-08 08:13:48.150000;consolidation
add-to-batch_24;351;2022-11-08 08:13:54.577000;buffer
add-to-batch_24;889;2022-11-08 08:14:59.384000;buffer
add-to-batch_24;90;2022-11-08 08:15:05.765000;buffer
batch-full;batch-24;2022-11-08 08:15:05.765000;buffer
batch-release;batch-24;2022-11-08 08:15:05.765000;buffer
batch-pick-start;batch-24;2022-11-08 08:15:05.765000;buffer
new-batch;batch-25;2022-11-08 08:15:23.701000;buffer
add-to-batch_25;664;2022-11-08 08:15:23.701000;buffer
add-to-batch_25;635;2022-11-08 08:16:13.118000;buffer
add-to-batch_25;507;2022-11-08 08:16:51.529000;buffer
add-to-batch_25;951;2022-11-08 08:17:04.421000;buffer
add-to-batch_25;154;2022-11-08 08:17:07.197000;buffer
add-to-batch_25;325;2022-11-08 08:17:10.868000;buffer
add-to-batch_25;365;2022-11-08 08:17:49.308000;buffer
add-to-batch_25;87;2022-11-08 08:19:03.489000;buffer
add-to-batch_25;3;2022-11-08 08:19:33.430000;buffer
batch-pick-end;batch-23;2022-11-08 08:19:48.950000;buffer
batch-consolidate-start;batch-23;2022-11-08 08:19:48.950000;consolidation
tote-finished;343;2022-11-08 08:19:54.555000;consolidation
tote-finished;190;2022-11-08 08:20:00.746000;consolidation
tote-finished;47;2022-11-08 08:20:05.643000;consolidation
add-to-batch_25;423;2022-11-08 08:20:10.179000;buffer
tote-finished;515;2022-11-08 08:20:11.104000;consolidation
tote-finished;389;2022-11-08 08:20:16.804000;consolidation
tote-finished;943;2022-11-08 08:20:24.684000;consolidation
tote-finished;151;2022-11-08 08:20:30.714000;consolidation
add-to-batch_25;58;2022-11-08 08:20:32.333000;buffer
tote-finished;157;2022-11-08 08:20:37.636000;consolidation
add-to-batch_25;717;2022-11-08 08:20:40.674000;buffer
batch-full;batch-25;2022-11-08 08:20:40.674000;buffer
batch-release;batch-25;2022-11-08 08:20:40.674000;buffer
batch-pick-start;batch-25;2022-11-08 08:20:40.674000;buffer
new-batch;batch-26;2022-11-08 08:20:44.609000;buffer
add-to-batch_26;531;2022-11-08 08:20:44.609000;buffer
tote-finished;811;2022-11-08 08:20:44.691000;consolidation
add-to-batch_26;445;2022-11-08 08:20:51.350000;buffer
add-to-batch_26;197;2022-11-08 08:20:51.996000;buffer
tote-finished;674;2022-11-08 08:20:52.682000;consolidation
add-to-batch_26;807;2022-11-08 08:20:53.270000;buffer
tote-finished;630;2022-11-08 08:20:58.438000;consolidation
batch-consolidate-end;batch-23;2022-11-08 08:21:03.896000;consolidation
tote-finished;312;2022-11-08 08:21:03.896000;consolidation
add-to-batch_26;823;2022-11-08 08:21:06.913000;buffer
add-to-batch_26;82;2022-11-08 08:21:11.564000;buffer
add-to-batch_26;179;2022-11-08 08:21:17.354000;buffer
add-to-batch_26;946;2022-11-08 08:22:07.992000;buffer
add-to-batch_26;524;2022-11-08 08:22:29.047000;buffer
add-to-batch_26;125;2022-11-08 08:24:35.075000;buffer
add-to-batch_26;872;2022-11-08 08:25:35.493000;buffer
add-to-batch_26;140;2022-11-08 08:26:34.611000;buffer
batch-full;batch-26;2022-11-08 08:26:34.611000;buffer
batch-release;batch-26;2022-11-08 08:26:34.611000;buffer
batch-pick-start;batch-26;2022-11-08 08:26:34.611000;buffer
new-batch;batch-27;2022-11-08 08:27:07.052000;buffer
add-to-batch_27;727;2022-11-08 08:27:07.052000;buffer
batch-pick-end;batch-24;2022-11-08 08:27:56.271000;buffer
batch-consolidate-start;batch-24;2022-11-08 08:27:56.271000;consolidation
tote-finished;248;2022-11-08 08:28:00.651000;consolidation
add-to-batch_27;941;2022-11-08 08:28:03.709000;buffer
tote-finished;985;2022-11-08 08:28:05.662000;consolidation
tote-finished;853;2022-11-08 08:28:11.647000;consolidation
tote-finished;586;2022-11-08 08:28:18.598000;consolidation
tote-finished;887;2022-11-08 08:28:24.888000;consolidation
add-to-batch_27;957;2022-11-08 08:28:28.148000;buffer
tote-finished;337;2022-11-08 08:28:30.755000;consolidation
tote-finished;356;2022-11-08 08:28:38.472000;consolidation
tote-finished;359;2022-11-08 08:28:42.043000;consolidation
tote-finished;107;2022-11-08 08:28:49.569000;consolidation
tote-finished;351;2022-11-08 08:28:55.815000;consolidation
add-to-batch_27;71;2022-11-08 08:28:58.894000;buffer
tote-finished;889;2022-11-08 08:29:01.395000;consolidation
add-to-batch_27;126;2022-11-08 08:29:02.617000;buffer
batch-consolidate-end;batch-24;2022-11-08 08:29:07.379000;consolidation
tote-finished;90;2022-11-08 08:29:07.379000;consolidation
batch-pick-end;batch-25;2022-11-08 08:30:39.110000;buffer
batch-consolidate-start;batch-25;2022-11-08 08:30:39.110000;consolidation
add-to-batch_27;406;2022-11-08 08:30:43.786000;buffer
tote-finished;664;2022-11-08 08:30:45.018000;consolidation
add-to-batch_27;754;2022-11-08 08:30:46.703000;buffer
tote-finished;635;2022-11-08 08:30:50.044000;consolidation
tote-finished;507;2022-11-08 08:30:55.423000;consolidation
tote-finished;951;2022-11-08 08:31:02.671000;consolidation
add-to-batch_27;875;2022-11-08 08:31:05.118000;buffer
tote-finished;154;2022-11-08 08:31:07.471000;consolidation
tote-finished;325;2022-11-08 08:31:12.104000;consolidation
tote-finished;365;2022-11-08 08:31:19.127000;consolidation
tote-finished;87;2022-11-08 08:31:24.597000;consolidation
add-to-batch_27;4;2022-11-08 08:31:30.053000;buffer
tote-finished;3;2022-11-08 08:31:32.839000;consolidation
tote-finished;423;2022-11-08 08:31:38.697000;consolidation
tote-finished;58;2022-11-08 08:31:44.004000;consolidation
batch-consolidate-end;batch-25;2022-11-08 08:31:49.260000;consolidation
tote-finished;717;2022-11-08 08:31:49.260000;consolidation
add-to-batch_27;237;2022-11-08 08:32:03.974000;buffer
add-to-batch_27;323;2022-11-08 08:32:17.257000;buffer
add-to-batch_27;432;2022-11-08 08:33:04.889000;buffer
batch-full;batch-27;2022-11-08 08:33:04.889000;buffer
batch-release;batch-27;2022-11-08 08:33:04.889000;buffer
batch-pick-start;batch-27;2022-11-08 08:33:04.889000;buffer
new-batch;batch-28;2022-11-08 08:33:17.879000;buffer
add-to-batch_28;328;2022-11-08 08:33:17.879000;buffer
add-to-batch_28;505;2022-11-08 08:34:03.785000;buffer
add-to-batch_28;152;2022-11-08 08:34:59.128000;buffer
add-to-batch_28;770;2022-11-08 08:35:52.621000;buffer
add-to-batch_28;846;2022-11-08 08:35:53.266000;buffer
add-to-batch_28;427;2022-11-08 08:36:13.355000;buffer
add-to-batch_28;347;2022-11-08 08:37:00.209000;buffer
add-to-batch_28;892;2022-11-08 08:38:10.497000;buffer
add-to-batch_28;984;2022-11-08 08:39:20.857000;buffer
batch-pick-end;batch-26;2022-11-08 08:39:30.063000;buffer
batch-consolidate-start;batch-26;2022-11-08 08:39:30.063000;consolidation
add-to-batch_28;301;2022-11-08 08:39:33.476000;buffer
tote-finished;531;2022-11-08 08:39:37.065000;consolidation
tote-finished;445;2022-11-08 08:39:42.427000;consolidation
add-to-batch_28;501;2022-11-08 08:39:43.741000;buffer
tote-finished;197;2022-11-08 08:39:49.650000;consolidation
tote-finished;807;2022-11-08 08:39:57.414000;consolidation
tote-finished;823;2022-11-08 08:40:03.797000;consolidation
tote-finished;82;2022-11-08 08:40:10.420000;consolidation
tote-finished;179;2022-11-08 08:40:16.937000;consolidation
add-to-batch_28;96;2022-11-08 08:40:18.672000;buffer
batch-full;batch-28;2022-11-08 08:40:18.672000;buffer
batch-release;batch-28;2022-11-08 08:40:18.672000;buffer
batch-pick-start;batch-28;2022-11-08 08:40:18.672000;buffer
new-batch;batch-29;2022-11-08 08:40:23.343000;buffer
add-to-batch_29;669;2022-11-08 08:40:23.343000;buffer
tote-finished;946;2022-11-08 08:40:24.254000;consolidation
tote-finished;524;2022-11-08 08:40:29.331000;consolidation
tote-finished;125;2022-11-08 08:40:33.957000;consolidation
tote-finished;872;2022-11-08 08:40:41.005000;consolidation
batch-consolidate-end;batch-26;2022-11-08 08:40:46.851000;consolidation
tote-finished;140;2022-11-08 08:40:46.851000;consolidation
add-to-batch_29;646;2022-11-08 08:40:54.207000;buffer
add-to-batch_29;271;2022-11-08 08:41:53.722000;buffer
add-to-batch_29;610;2022-11-08 08:42:15.588000;buffer
batch-pick-end;batch-27;2022-11-08 08:43:21.325000;buffer
batch-consolidate-start;batch-27;2022-11-08 08:43:21.325000;consolidation
tote-finished;727;2022-11-08 08:43:26.601000;consolidation
add-to-batch_29;776;2022-11-08 08:43:33.870000;buffer
tote-finished;941;2022-11-08 08:43:34.493000;consolidation
tote-finished;957;2022-11-08 08:43:39.451000;consolidation
tote-finished;71;2022-11-08 08:43:44.083000;consolidation
tote-finished;126;2022-11-08 08:43:50.866000;consolidation
add-to-batch_29;383;2022-11-08 08:43:54.126000;buffer
tote-finished;406;2022-11-08 08:43:55.559000;consolidation
tote-finished;754;2022-11-08 08:44:01.858000;consolidation
add-to-batch_29;822;2022-11-08 08:44:04.628000;buffer
tote-finished;875;2022-11-08 08:44:07.813000;consolidation
tote-finished;4;2022-11-08 08:44:14.852000;consolidation
add-to-batch_29;817;2022-11-08 08:44:16.357000;buffer
tote-finished;237;2022-11-08 08:44:20.043000;consolidation
add-to-batch_29;826;2022-11-08 08:44:26.210000;buffer
tote-finished;323;2022-11-08 08:44:26.419000;consolidation
batch-consolidate-end;batch-27;2022-11-08 08:44:31.305000;consolidation
tote-finished;432;2022-11-08 08:44:31.305000;consolidation
add-to-batch_29;803;2022-11-08 08:44:58.424000;buffer
add-to-batch_29;944;2022-11-08 08:45:00.935000;buffer
add-to-batch_29;14;2022-11-08 08:45:49.104000;buffer
batch-full;batch-29;2022-11-08 08:45:49.104000;buffer
batch-release;batch-29;2022-11-08 08:45:49.104000;buffer
batch-pick-start;batch-29;2022-11-08 08:45:49.104000;buffer
new-batch;batch-30;2022-11-08 08:47:19.715000;buffer
add-to-batch_30;362;2022-11-08 08:47:19.715000;buffer
add-to-batch_30;626;2022-11-08 08:47:21.771000;buffer
add-to-batch_30;858;2022-11-08 08:48:15.904000;buffer
add-to-batch_30;527;2022-11-08 08:48:28.014000;buffer
add-to-batch_30;781;2022-11-08 08:49:13.632000;buffer
batch-pick-end;batch-28;2022-11-08 08:50:17.828000;buffer
batch-consolidate-start;batch-28;2022-11-08 08:50:17.828000;consolidation
add-to-batch_30;35;2022-11-08 08:50:18.935000;buffer
tote-finished;328;2022-11-08 08:50:22.333000;consolidation
tote-finished;505;2022-11-08 08:50:27.711000;consolidation
